ExpirationDate: 01/14/2021
Ticker: AAPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
55,7.63,7.85,8.4,-1.47,-16.1538,168,5736,0.371832
57.5,6.45,6.3,7.05,-1.34,-17.2015,1684,10105,0.36109
60,5.63,5.2,5.95,-0.97,-14.697,239,17859,0.356452
62.5,4.5,4.3,4.9,-0.95,-17.4312,99,4510,0.347968
65,3.37,3.4,3.95,-1.03,-23.4091,306,15887,0.338263
67.5,2.9,2.71,3,-0.53,-15.4519,1064,7783,0.321784
70,2.01,2.07,2.48,-0.88,-30.4498,288,16407,0.322517
72.5,1.65,1.57,1.93,-0.46,-21.8009,123,10146,0.315925
75,1.25,1.15,1.5,-0.43,-25.5952,286,6977,0.311164
77.5,0.9,0.84,1.15,-0.35,-28,110,1472,0.306525
80,0.67,0.6,0.8,-0.23,-25.5556,25,2766,0.295173
85,0.34,0.2,0.53,-0.16,-32,47,1802,0.3003
90,0.2,0.09,0.25,-0.1,-33.3333,10,1016,0.285652
95,0.1,0.1,0.18,-0.04,-28.5714,764,1790,0.295417
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: CAT
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
55,71.5,69.15,71.75,-1.25,-1.71821,1,2,0.666019
90,39.45,36.3,40.2,1.81,4.80872,6,68,0.467107
60,55.16,63.85,66,0,0,5,30,0.529302
65,82.89,71.4,73.65,0,0,5,0,1.11567
70,53.64,54.2,58.15,0,0,1,22,0.588627
75,38,49.35,53.3,0,0,2,9,0.541264
80,49.82,44.95,47.95,0,0,1,50,0.470586
85,63,51.35,52.8,0,0,7,39,0.772036
95,34.63,32.1,35.05,0,0,6,194,0.41065
100,30.85,28.3,31.55,-1.15,-3.59375,10,313,0.409735
105,25.85,24.35,27.8,0.550001,2.17392,3,337,0.394781
110,25.1,21.2,24,0,0,3,269,0.373969
115,21,18.5,20.75,2.85,15.7025,8,391,0.363105
120,17.78,15.5,18.2,1.78,11.125,1,1238,0.363593
125,14.5,13.2,15.25,-1.5,-9.375,835,1726,0.348792
130,12.35,10.55,12.75,-0.75,-5.72519,135,6617,0.338996
135,9.31,8.8,10.45,-1.69,-15.3636,1,2032,0.328193
140,7.85,7.3,8.6,-0.89,-10.1831,49,1703,0.322089
145,6.5,4.6,6.8,0.2,3.1746,2,1211,0.311408
150,4.73,4.05,5.75,-0.87,-15.5357,4,3121,0.313972
155,3.55,3.15,4.8,-0.45,-11.25,1,1379,0.314796
160,3.26,1.92,3.3,0.71,27.8431,4,713,0.293891
165,2.1,1.19,3.25,0.05,2.43902,2,518,0.313911
170,1.51,0.95,2.32,-0.12,-7.36196,5,4792,0.300666
175,1.03,0.72,2.06,0.0599999,6.18556,3,662,0.308479
180,0.8,0.48,1.53,0.07,9.58904,3,306,0.301399
185,0.64,0.27,1.07,0.19,42.2222,1,240,0.291999
190,0.33,0.47,0.64,0,0,2,122,0.276008
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,0.26,0.2,0.61,0,0,1,219,0.286506
200,0.17,0.25,0.58,0,0,3,183,0.296394
210,0.15,0.02,0.27,0,0,10,635,0.282966
220,0.05,0.01,0.42,0,0,40,171,0.32447
230,0.03,0.06,0.2,0,0,6,415,0.309577

Ticker: LLY
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
55,91.22,88.9,93.2,0,0,5,8,0.542485
90,44.53,43.5,48.15,0,0,2,340,1e-05
60,58.35,0,0,0,0,5,5,1e-05
65,81.47,79.1,83.4,0,0,5,5,0.70679
70,75.9,62.5,68,0,0,15,2,1e-05
75,69.9,61.1,65.8,0,0,40,10,1e-05
80,44,64.9,69,0,0,2,8,0.585087
85,58.2,60.1,64,0,0,1,85,0.537541
95,47.67,35.85,39.55,0,0,2,50,1e-05
97.5,47.18,42.95,45.25,0,0,4,59,1e-05
100,41,46.95,49.9,0,0,10,105,0.444708
105,41.1,42.7,45.6,0,0,3,148,0.42774
110,36.15,38.85,41.35,0,0,8,612,0.409735
115,30.65,34.65,37.5,0,0,12,332,0.400641
120,27.05,30.1,33.4,0,0,12,1056,0.381171
125,27.5,26.35,29.75,1.2,4.56274,1,170,0.370093
130,24.5,23.25,25.95,0,0,12,598,0.351966
135,18.86,19.75,22.7,0,0,2,436,0.342505
140,17.43,17.1,19.4,-0.469999,-2.62569,2,350,0.327949
145,13.6,14.3,16.15,0,0,2,470,0.310493
150,13,12.1,14.25,0,0,24,684,0.315223
155,10.19,9.75,12.05,-0.360001,-3.41233,2,330,0.309455
160,8.18,7.55,8.6,0.18,2.25,31,340,0.273933
165,6.22,6.1,7.85,0,0,103,280,0.287971
170,2.5,4.65,5.6,0,0,4,97,0.265632
175,2.55,2.37,4.2,-0.99,-27.9661,1,23,0.255867
180,2.86,1.5,4.25,-1.49,-34.2529,2,28,0.278633
185,3.75,1.38,3.25,0,0,2,39,0.271431
190,1.8,1.22,2.16,0,0,0,10,0.255134
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,1.05,0.34,1.2,0,0,20,148,0.232918

Ticker: CHTR
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
315,119.5,154.8,161.6,0,0,0,0,0.415182
155,292.9,305.8,314.6,0,0,1,0,0.731997
640,5.8,4.3,9.4,0,0,2,318,0.31385
335,64.5,113.6,120.3,0,0,0,100,1e-05
165,214,294.6,302.7,0,0,0,1,0.579594
660,4.7,1.35,6.9,0,0,1,64,0.305793
325,165.3,120.2,127.8,0,0,0,1,1e-05
160,309.1,311.5,315.5,0,0,2,4,0.856935
680,5.2,0.1,5,0,0,2,34,0.298683
175,296.5,296.9,301,0,0,1,1,0.804567
700,3,0.95,4,0,0,1,4,0.299568
345,65.5,134,143,0,0,0,1,0.461919
170,341.44,363,368,0,0,12,2,1.95813
190,120.6,0,0,0,0,1,0,1e-05
185,260.7,273.2,281.7,0,0,5,5,0.359381
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,210.52,234.7,239,0,0,0,0,1e-05
200,181.17,263.5,273,0,0,30,24,0.514043
210,237.5,268.9,273.5,0,0,3,1,0.818849
240,175,223.8,232.1,0,0,1,5,0.533971
250,146.17,216.5,226.5,0,0,1,16,0.59351
270,125.1,198,208,0,0,0,19,0.557774
560,18.5,16,25.5,0,0,2,128,0.342048
275,113.87,188.4,196,0,0,0,2,0.417303
280,132.4,188,195.7,0,0,0,0,0.493108
285,121,184.5,194.5,0,0,0,17,0.535771
290,116.2,180,190,0,0,0,8,0.528172
300,141.98,152.7,157.5,0,0,2,0,1e-05
330,69.29,99.1,102.9,0,0,0,2,1e-05
340,149.8,184.5,189,0,0,4,0,0.817415
350,78,102,110,0,0,0,5,1e-05
355,69.73,118.5,125.2,0,0,1,1,0.358313
360,97.5,122,131,0,0,2,12,0.447073
365,189.5,111.1,117.7,0,0,0,6,0.358069
370,75,114.5,123.2,0,0,1,232,0.437536
380,68.9,107.6,114.8,0,0,1,16,0.422079
390,63.1,100.5,108.9,0,0,1,17,0.425177
400,82.5,93.5,102.5,0,0,5,174,0.422415
410,80.3,87.7,94.7,0,0,30,53,0.408133
420,90,80.5,89.1,0,0,2,68,0.408041
430,42.7,74.5,83.5,0,0,2,140,0.40621
440,64,68.5,77.5,0,0,1,12,0.400206
450,58.7,62.5,72,0,0,3,221,0.396002
460,62,57,66.5,1.59,2.63201,2,235,0.390349
470,55.1,52,61.4,0,0,57,89,0.385779
480,46.03,47,56.5,0,0,61,291,0.381011
490,48.1,42.1,50.6,0,0,10,29,0.368712
500,44,37.5,47,0,0,12,94,0.369048
520,33,29.2,37.4,-2.4,-6.77966,1,475,0.3506
540,25,22.2,31.8,0,0,1,640,0.35131
580,4.2,12.9,20.3,0,0,1,149,0.334449
600,12.1,8.6,16,0,0,1,280,0.32775
620,8,2,5.4,0,0,1,138,0.249489

Ticker: CL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
50,16.92,20.6,21.65,0,0,3,94,0.38941
35,39.3,38.2,38.95,0,0,0,0,0.875734
57.5,14.87,14.55,15.6,0,0,4,15,0.355597
40,35.2,33.95,36.35,0,0,4,0,0.867921
60,12.85,12.75,13.75,0,0,1,211,0.344977
45,28.33,25.25,26.5,0,0,20,0,0.461919
47.5,22.62,22.55,24,0,0,1,1,0.418707
52.5,17.95,23.6,24.65,0,0,1,5,0.651127
55,20.38,8.95,13.5,0,0,2,0,1e-05
62.5,10.36,10.35,12.35,0,0,11,105,0.351081
65,8.58,8.7,10.75,0,0,4,492,0.341987
67.5,8,7.7,9,0,0,12,270,0.322028
70,7.79,6.6,7.9,1.29,19.8462,7,537,0.324897
72.5,5.95,4.85,6.45,0.0999999,1.7094,4,604,0.308295
75,5,3.85,5.7,0.15,3.09279,2,695,0.315437
77.5,4,3.45,4.55,0,0,25,521,0.301399
80,3,2.76,4,0,0,38,572,0.30799
82.5,1.5,2.27,2.93,0,0,8,0,0.286872
85,2.19,1.66,2.86,0,0,1,2298,0.308051
90,1.1,0.58,1.9,0,0,9,182,0.301277
95,0.9,0.49,0.97,0,0,2,0,0.276252
100,0.4,0.19,0.86,0,0,10,194,0.298103
105,0.37,0,0,0,0,0,0,0.125009
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: JPM
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
60,45.88,43.8,46.65,8.68,23.3333,7,182,0.547978
45,56,57.8,60.1,7.45,15.345,1,328,0.641849
70,36.4,35.45,37.3,6.9,23.3898,8,622,0.532842
50,45,52.95,55.6,0,0,3,11,0.605717
55,32.95,48.4,51.05,0,0,1,106,0.577397
65,41,39.45,42.2,8,24.2424,1,215,0.520757
75,32.39,31.75,32.9,8.49,35.523,1,349,0.493474
80,28.5,27.85,29.2,6.5,29.5455,29,2350,0.47968
85,24.2,24.1,25,6.8,39.0805,25,978,0.441717
90,21.15,20.75,21.9,5.25,33.0189,74,1643,0.436468
95,18.04,17.55,18.75,5.18,40.2799,79,1707,0.421881
100,15.3,14.6,15.3,4.7,44.3396,10935,20490,0.392187
105,12.4,12.1,13.15,4.45,55.9748,282,3442,0.392828
110,10.1,9.75,10.6,3.75,59.0551,1225,11789,0.374945
115,8.12,7.7,8.5,2.84,53.7879,396,9868,0.362311
120,6.31,6.05,6.65,2.41,61.7949,746,10098,0.34925
125,5.14,4.55,5,2.49,93.9622,294,7063,0.334174
130,3.65,3.4,4.1,1.85,102.778,697,8076,0.335761
135,2.8,2.45,2.9,1.5,115.385,55,4842,0.319831
140,2,1.75,2.01,0.95,90.4762,274,6605,0.30677
145,1.51,1.21,1.84,0.95,169.643,15,3870,0.32093
150,1.04,0.83,1.14,0.51,96.2264,386,5150,0.302131
155,0.76,0.6,0.82,0.39,105.405,52,3609,0.297859
160,0.6,0.51,0.6,0.32,114.286,8,1308,0.295661
165,0.51,0.23,0.53,0.28,121.739,493,1694,0.304084
170,0.19,0.28,0.49,0.05,35.7143,6,2784,0.31446
175,0.24,0.03,0.28,0.08,50,5,1671,0.299323
180,0.14,0.06,0.33,0,0,10,197,0.320319
185,0.12,0.12,0.29,0.01,9.09091,3,207,0.326179
190,0.1,0.01,0.26,0,0,10,165,0.332526
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,0.12,0.08,0.24,-0.02,-14.2857,50,648,0.33985
200,0.14,0.12,0.14,0.03,27.2727,184,1161,0.326179

Ticker: CMCSA
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,3.4,3.35,3.8,-0.0999999,-2.85714,66,4315,0.347419
20,23.73,18.5,22.75,0,0,2,2,0.92627
30,9.05,9.4,10,-0.309999,-3.31196,12,202,0.425055
22.5,12.53,15.65,16.7,0,0,2,12,0.587895
35,6.25,5.9,6.75,0.45,7.75862,133,5494,0.401495
25,10.7,13.55,14.35,0,0,45,170,0.519536
27.5,8.63,11.35,12.25,0,0,2,53,0.483892
32.5,7.9,7.5,8.15,0,0,1,381,0.400641
37.5,4.65,4.65,5.35,0,0,41,2172,0.386725
42.5,2.49,1.99,2.99,0.03,1.21951,2,5276,0.349982
45,1.7,1.57,2,-0.02,-1.16279,17,19513,0.324226
47.5,1.14,0.94,1.52,0.08,7.54717,16,5972,0.326911
50,0.8,0.66,0.85,0.00999999,1.26582,17,84272,0.296394
52.5,0.5,0.23,0.58,-0.03,-5.66037,14,8171,0.293952
55,0.33,0.19,0.53,0.01,3.12501,80,7878,0.314948
60,0.11,0.09,0.23,0,0,5,12016,0.304694
65,0.07,0.03,0.1,0,0,35,1624,0.299812
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: COST
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
295,31.08,29.6,33.1,-3.92,-11.2,1,196,0.293357
145,146.8,153.45,156.8,0,0,200,0,0.496709
430,1.13,0.54,1.69,0,0,2,133,0.250618
105,197.8,193.4,197.15,14.1,7.67556,2,25,0.511235
110,170.4,188.25,192.05,0,0,81,42,0.680667
450,0.58,0.55,1.17,-0.12,-17.1429,14,279,0.255989
115,179.42,195.15,199.45,0,0,1,23,1.04712
120,172.5,193.1,195.85,0,0,1,28,1.06711
125,167,171,175.6,0,0,2,50,0.483159
135,166.65,163.3,167.2,0,0,6,7,0.562382
265,49.04,48.8,51.7,-5.46,-10.0183,8,122,0.315314
130,118.05,173.9,177.05,0,0,0,9,0.72742
285,36,34.85,37.95,-6.3,-14.8936,9,208,0.291725
140,148.51,155,159.5,0,0,10,0,1e-05
150,151.75,148.35,152.65,0,0,1,291,0.517583
155,96.25,149.3,152.9,0,0,27,47,0.614384
160,130.75,138.95,142.65,0,0,1,47,0.475957
165,126.7,133.7,137.35,0,0,1,0,0.443853
170,129.52,129.7,134.5,0,0,1,112,0.498906
175,135,132.9,136.65,0,0,2,0,0.606815
180,125,120,123.65,0,0,4,119,0.432867
185,111.3,115.8,118.2,0,0,2,93,0.400152
190,135.15,110.05,114.6,0,0,1,93,0.421362
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,130.53,105.5,109.65,0,0,10,89,0.403692
200,104,101.9,105.45,-4.75,-4.36782,3,138,0.403845
205,91.5,110.75,113.5,0,0,1,34,0.591618
210,112.38,92.9,96.8,0,0,2,0,0.39408
215,105.9,88.4,91.05,0,0,2,44,0.360541
220,88.09,84.2,86.8,-3.76,-4.09363,1,178,0.35636
225,86.12,80.05,83.55,0,0,2,29,0.367865
230,80.8,76.25,78.65,0,0,4,131,0.350318
235,91.1,72.35,74.05,0,0,4,21,0.337501
240,71.55,68.05,70.4,-3.39999,-4.53635,5,318,0.338111
245,65.4,64,66.95,9.3,16.5775,1,144,0.339774
250,66.13,59.7,62.5,0,0,1,716,0.326972
255,57.88,56.4,58.7,0,0,3,77,0.321815
260,56.6,52.25,56.1,0,0,2,151,0.329719
270,46.93,45.85,49.15,-3.07,-6.14,3,131,0.32067
275,48.75,41.7,45.45,0,0,5,193,0.312217
280,40.3,38.45,42,-4.2,-9.4382,2,239,0.305473
290,33.9,32.25,36,-3.1,-8.37837,6,508,0.297889
300,29,28,30.25,-3.97,-12.0413,62,1113,0.288169
310,24.09,22.5,25.4,-3.91,-13.9643,11,757,0.282386
320,18.43,18.3,20,-4.77,-20.5603,12,636,0.266487
330,15.3,14.5,15.65,-3.15,-17.0732,59,1146,0.255394
340,12.18,10.25,13.5,-2.92,-19.3377,37,711,0.261497
350,8.85,8.9,9.6,-2.4,-21.3333,16,750,0.244057
360,6.75,5.95,7.45,-2.1,-23.7288,35,1651,0.240486
370,5.4,2.68,6,-1.15,-17.5573,2,406,0.24131
380,3.8,2.25,4.5,-1.52,-28.5714,12,330,0.237129
390,3.5,2.16,3.55,0,0,1,176,0.237465
400,2.15,2.15,2.61,-0.75,-25.8621,15,838,0.233925
410,1.72,1.11,4.7,-0.78,-31.2,31,225,0.289344
420,1.55,1.1,1.99,0,0,16,142,0.246529
440,0.89,0.5,1.99,0.09,11.25,1,234,0.271675
460,0.5,0.5,0.86,-0.25,-33.3333,16,107,0.253059

Ticker: CVX
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
45,43,39.45,41.15,2,4.87805,2,34,0.509282
30,58.75,53.7,55.3,4.24,7.77839,1,25,0.5752
50,40,34.8,36.95,4.4,12.3596,1,104,0.584721
35,24.98,48.8,50.5,0,0,0,6,0.546391
165,0.09,0,0.19,0,0,1,658,0.351569
40,35,44.1,45.8,0,0,5,20,0.53394
175,0.02,0.01,0.12,0,0,50,0,0.354499
42.5,42.1,41.4,43.75,0,0,2,11,0.515874
185,0.02,0.01,0.05,0,0,28,575,0.33985
47.5,40,37.25,39.25,1.75,4.57516,2,62,0.521489
52.5,35.8,32.6,34.85,1.5,4.37318,10,57,0.571293
55,30.6,30.05,32.25,-0.4,-1.29032,15,178,0.523442
57.5,28.03,28.5,31.1,0,0,11,26,0.564335
60,30.7,25.9,28.25,2.7,9.64286,1,85,0.503301
62.5,26.85,23.85,26.4,2.04,8.2225,2,76,0.497197
65,25,21.9,25,2.03,8.83762,19,233,0.509282
67.5,23.2,19.95,23.8,0.700001,3.11111,1,25,0.524968
70,21.5,18.2,20.8,0.85,4.11622,35,626,0.460699
72.5,18.1,16.5,19.95,-1.9,-9.5,20,206,0.485052
75,15.25,15.55,17.55,-2.65,-14.8045,18,665,0.445013
77.5,16.65,14.65,15.8,0.35,2.14724,1,162,0.428839
80,12.95,12.3,15.8,-2.05,-13.6667,129,1037,0.473272
82.5,11.9,10.6,14.45,-0.5,-4.03226,2,107,0.465643
85,10.85,10.6,11.7,-1.12,-9.35672,40,1420,0.407721
87.5,10,8.1,10.25,0,0,75,141,0.392828
90,8.8,8.25,9.55,-0.769999,-8.04597,144,1469,0.400763
92.5,9.2,6.15,9.5,1.94,26.7218,3,184,0.428289
95,6.84,5.65,7.9,-1.01,-12.8662,89,2856,0.400885
97.5,7.35,4.55,7.45,1.8,32.4324,1,1058,0.410467
100,5,5,5.4,-1,-16.6667,1268,3094,0.361151
105,4.31,2.9,4.1,0.21,5.12195,80,4085,0.353278
110,2.6,2.13,3.3,-0.6,-18.75,177,1134,0.356391
115,1.82,1.2,3.1,-0.28,-13.3333,67,1093,0.379889
120,1.38,1.04,1.59,-0.13,-8.60927,43,4470,0.331183
125,0.75,0.65,1.28,-0.25,-25,224,3375,0.33631
130,0.67,0.31,0.92,0.23,52.2727,17,1641,0.331794
135,0.53,0.2,0.6,0.13,32.5,146,1702,0.322028
140,0.22,0.05,0.4,0.04,22.2222,5,1048,0.315925
145,0.17,0.1,0.31,0.05,41.6667,38,1894,0.318854
150,0.15,0.01,0.1,0.06,66.6667,10,433,0.284187
155,0.09,0.01,0.23,0.06,200,96,807,0.333747
160,0.09,0.01,0.19,0.07,350,62,1484,0.338386
170,0.01,0,0.17,-0.02,-66.6667,15,540,0.358405
180,0.03,0.01,0.05,0,0,1,223,0.330085
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: HON
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
55,74,86.8,91,0,0,0,1,0.570317
100,42.18,46.75,50.8,0,0,1,21,0.544987
70,70.6,74.05,77.6,0,0,37,1,0.623539
105,43.11,42.75,46.8,0,0,1,148,0.52686
75,93.06,57.65,62,0,0,30,0,1e-05
80,85.32,78.5,83.2,0,0,50,1,1.13971
85,42.05,59.35,63.4,0,0,3,3,0.510991
90,55,55.2,59,-36.96,-40.1914,3,0,0.500859
95,24.83,50.95,54.8,0,0,0,365,0.560429
110,38.75,38.6,43.35,3.77,10.7776,1,6,0.521642
115,34.4,35.15,39.4,0,0,2,14,0.499547
120,28.2,31.65,35.8,0,0,3,98,0.484136
125,32.1,28.35,32.4,8.7,37.1795,1,34,0.470678
130,25.05,24.85,28,-0.780001,-3.01975,1,1072,0.432348
135,23.5,22.05,26.4,0,0,3,73,0.452154
140,22.18,19.75,23.65,5.48,32.8144,5,144,0.443243
145,15.95,17.5,21.5,0,0,6,25,0.443182
150,13.25,14.2,18.25,-0.6,-4.33213,5,137,0.417791
155,14,12.6,16.2,2.5,21.7391,252,124,0.413122
160,11.8,9.7,13.2,2.28,23.9496,24,73,0.386054
165,7.55,7.8,11.75,0,0,3,221,0.386633
170,4.15,6.1,10.05,0,0,11,596,0.378821
175,7.12,5.35,8.4,1.62,29.4545,10,252,0.368476
180,6,3.7,5.8,2.5,71.4286,11,355,0.331489
185,4.2,2.22,5.05,0.6,16.6667,37,1033,0.333503
190,2.43,1.47,3.8,1.26,107.692,2,216,0.31861
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,1.82,0.89,3.25,0,0,2,197,0.319709
200,2.25,0.52,2.68,0.77,52.027,2,358,0.31739
210,1.14,0.03,1.59,0.39,52,11,392,0.30384
220,0.75,0,1.33,0.24,47.0588,4,310,0.317023
230,0.45,0.02,0.75,0,0,1,54,0.304206
240,0.16,0.02,0.22,0,0,1,195,0.267585

Ticker: C
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,13.2,11.8,13.1,3.49,35.9423,260,2704,0.542607
82.5,0.51,0.34,0.71,0.11,27.5,6,17913,0.426031
20,27.7,26.5,30.5,3.35,13.7577,1,8,0.797365
30,19.4,19.45,21,5.07,35.3803,5,200,0.680911
22.5,19.95,23.7,28.1,0,0,10,31,0.684818
35,16.17,14.65,16.25,3.77,30.4032,30,981,0.542485
25,24.1,23.05,24.85,5.1,26.8421,29,109,0.692874
27.5,21.2,21.35,23.3,5.05,31.2694,1,87,0.722659
32.5,14.25,16.85,19.55,0,0,2,217,0.644535
37.5,13.6,13.4,14.5,2.6,23.6364,47,632,0.547856
42.5,11.29,10.3,11.35,2.54,29.0286,59,1127,0.521001
45,9.55,8.8,9.7,2.1,28.1879,608,2700,0.52564
47.5,8.2,7.7,8.45,2.15,35.5372,112,3690,0.514775
50,7.1,6.8,7.3,1.6,29.0909,724,8162,0.503667
52.5,5.93,5.75,6.25,1.93,48.25,199,935,0.492559
55,4.97,4.85,5.3,1.77,55.3125,3959,3951,0.48145
57.5,4.06,3.85,4.35,1.6,65.0406,127,3709,0.464239
60,3.4,2.89,3.7,0.9,36,893,17536,0.459844
62.5,3.1,2.54,3.1,1.52,96.2025,29,1602,0.453375
65,2.31,1.94,2.5,1.01,77.6923,239,5552,0.44129
67.5,2.03,1.55,2.21,1.03,103,193,3156,0.447027
70,1.55,1.29,1.8,0.6,63.1579,431,22496,0.439215
72.5,1.3,0.92,1.42,0.55,73.3333,332,4591,0.428717
75,1.17,0.63,1.1,0.57,95,137,12942,0.417975
77.5,0.8,0.75,1.12,0.3,60,12,1507,0.439825
80,0.64,0.43,0.7,0.24,60,665,6852,0.407721
85,0.45,0.23,0.5,0.38,542.857,40,7148,0.409674
87.5,0.38,0.19,0.49,0.2,111.111,7,1367,0.422857
90,0.44,0.09,0.35,0.21,91.3043,2,10122,0.409918
95,0.13,0.15,0.26,0,0,4,7179,0.414068
100,0.18,0.01,0.23,0.13,260,96,3809,0.429205
105,0.1,0.1,0.3,0,0,5,271,0.470708
110,0.2,0,0.2,0,0,21,449,0.461431
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MET
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
30,7.7,8.8,9.65,2.15,38.7387,1,144,0.538579
22.5,12.6,14.35,15.4,0,0,16,16,0.650882
15,18,19.35,23.1,0,0,0,0,0.781252
35,5.7,5.85,6.35,0.9,18.75,21,367,0.499028
25,9.95,12.35,13.5,0,0,2,8,0.61475
17.5,13.6,16.95,20.9,0,0,0,2,0.708499
20,10.5,16.4,17.55,0,0,1,1,0.700687
27.5,11,10.5,11.25,3.8,52.7778,1,50,0.559575
32.5,7.5,7.1,8.05,3,66.6667,1,267,0.506108
37.5,4.8,4.55,5.25,1.28,36.3636,83,96,0.489751
40,4,3.35,4.1,1.5,60,5,650,0.464971
42.5,1.6,2.61,3.3,0,0,4,267,0.457403
45,2.43,1.73,2.57,1.18,94.4,1060,3810,0.444952
47.5,1.4,1.4,1.94,0.39,38.6139,21,7244,0.43067
50,1.1,0.77,1.35,0.58,111.538,30,6907,0.408209
52.5,0.75,0.33,0.89,0.45,150,1,5844,0.386237
55,0.57,0.14,0.73,0.22,62.8571,4,6322,0.392584
57.5,0.34,0.2,0.51,0.11,47.8261,2,1605,0.383063
60,0.19,0.05,0.35,0,0,6,4528,0.37403
65,0.07,0.07,0.2,0,0,29,589,0.37403
70,0.2,0,0,0,0,43,0,0.125009
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: HD
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
115,89.7,87.65,91.6,34.67,63.002,16,44,0.574772
330,0.48,0.19,1.22,0.11,29.7297,27,297,0.323249
80,114.21,120.3,124.35,0,0,2,3,0.569584
120,84.6,83.2,87.2,6.2,7.90816,1,751,0.560551
90,124.2,126.45,130.95,0,0,14,0,1.21271
125,49.2,78.85,83,0,0,5,194,0.551274
95,125.12,137.4,141.85,0,0,2,2,1.62982
100,97.35,101.2,105.4,0,0,61,97,0.522222
105,108.95,111.55,116,0,0,56,0,1.03235
110,73,92.2,96.2,0,0,1,32,0.509221
130,78.5,74.6,78.45,5.9,8.12672,3,225,0.530278
135,74.06,70.15,74.4,11.36,18.118,1,137,0.522222
140,64.26,66.1,70.4,0,0,3,234,0.513433
145,65,62.3,66,6.3,10.7325,3,45,0.493841
150,60.8,58.5,62.25,6.45,11.8675,5,300,0.487676
155,55.15,54.6,58.05,3.07,5.89478,3,92,0.470525
160,53.16,50.85,54.45,6.16,13.1064,8,393,0.463995
165,38.8,47.05,50.95,0,0,2,228,0.457433
170,47,43.25,47.5,7,17.5,4,227,0.449865
175,43,40.4,43.95,1,2.38095,2,102,0.43894
180,40.6,36.4,40.5,6.35,18.5401,1,773,0.428106
185,35.53,32.95,37.45,0.23,0.651557,5,546,0.421942
190,33.2,30.15,34.45,6.05,22.2836,9,498,0.41474
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,30.15,27.1,30.85,5.45,22.0648,5,565,0.396918
